t,y,y_diff
0.09108371284880354,-2218,-44.0
0.0911045462689428,-2328,-110.0
0.09112537968908205,-2378,-50.0
0.09114621310922129,-2467,-89.0
0.09116704652936054,-2512,-45.0
0.0911878799494998,-2423,89.0
0.09120871336963904,-2477,-54.0
0.09122954678977829,-2732,-255.0
0.09125038020991755,-2857,-125.0
0.09127121363005679,-2760,97.0
0.09129204705019604,-2595,165.0
0.0913128804703353,-2547,48.0
0.09133371389047455,-2771,-224.0
0.09135454731061379,-2900,-129.0
0.09137538073075305,-2460,440.0
0.0913962141508923,-1956,504.0
0.09141704757103154,-1986,-30.0
0.0914378809911708,-2062,-76.0
0.09145871441131005,-1860,202.0
0.0914795478314493,-1858,2.0
0.09150038125158855,-2049,-191.0
0.0915212146717278,-2125,-76.0
0.09154204809186706,-2316,-191.0
0.0915628815120063,-2606,-290.0
0.09158371493214555,-2616,-10.0
0.0916045483522848,-2531,85.0
0.09162538177242406,-2600,-69.0
0.0916462151925633,-2560,40.0
0.09166704861270256,-2390,170.0
0.09168788203284181,-2382,8.0
0.09170871545298105,-2435,-53.0
0.0917295488731203,-2281,154.0
0.09175038229325956,-2049,232.0
0.09177121571339882,-2038,11.0
0.09179204913353806,-2205,-167.0
0.09181288255367731,-2272,-67.0
0.09183371597381657,-2234,38.0
0.0918545493939558,-2186,48.0
0.09187538281409506,-1997,189.0
0.09189621623423432,-1782,215.0
0.09191704965437357,-1807,-25.0
0.09193788307451281,-1811,-4.0
0.09195871649465207,-1616,195.0
0.09197954991479132,-1598,18.0
0.09200038333493056,-1732,-134.0
0.09202121675506982,-1694,38.0
0.09204205017520907,-1723,-29.0
0.09206288359534831,-1928,-205.0
0.09208371701548757,-1970,-42.0
0.09210455043562682,-1894,76.0
0.09212538385576607,-1848,46.0
0.09214621727590531,-1696,152.0
0.09216705069604457,-1572,124.0
0.09218788411618382,-1629,-57.0
0.09220871753632306,-1665,-36.0
0.09222955095646232,-1673,-8.0
0.09225038437660157,-1755,-82.0
0.09227121779674083,-1805,-50.0
0.09229205121688007,-1885,-80.0
0.09231288463701932,-2044,-159.0
0.09233371805715858,-2125,-81.0
0.09235455147729782,-2274,-149.0
0.09237538489743707,-2550,-276.0
0.09239621831757633,-2582,-32.0
0.09241705173771558,-2429,153.0
0.09243788515785482,-2460,-31.0
0.09245871857799408,-2470,-10.0
0.09247955199813333,-2260,210.0
0.09250038541827257,-2108,152.0
0.09252121883841183,-2099,9.0
0.09254205225855108,-2090,9.0
0.09256288567869034,-2074,16.0
0.09258371909882958,-2072,2.0
0.09260455251896883,-2122,-50.0
0.09262538593910809,-2190,-68.0
0.09264621935924733,-2170,20.0
0.09266705277938658,-2247,-77.0
0.09268788619952584,-2534,-287.0
0.09270871961966508,-2692,-158.0
0.09272955303980433,-2674,18.0
0.09275038645994359,-2764,-90.0
0.09277121988008284,-2846,-82.0
0.09279205330022208,-2816,30.0
0.09281288672036134,-2865,-49.0
0.09283372014050059,-2845,20.0
0.09285455356063983,-2613,232.0
0.09287538698077909,-2448,165.0
0.09289622040091834,-2387,61.0
0.0929170538210576,-2283,104.0
0.09293788724119684,-2305,-22.0
0.09295872066133609,-2441,-136.0
0.09297955408147535,-2405,36.0
0.09300038750161459,-2215,190.0
0.09302122092175384,-2020,195.0
0.0930420543418931,-1837,183.0
0.09306288776203235,-1670,167.0
0.09308372118217159,-1445,225.0
0.09310455460231085,-1217,228.0
0.0931253880224501,-1180,37.0
0.09314622144258934,-1112,68.0
0.0931670548627286,-721,391.0
0.09318788828286785,-336,385.0
0.0932087217030071,-176,160.0
0.09322955512314635,98,274.0
0.0932503885432856,412,314.0
0.09327122196342486,304,-108.0
0.0932920553835641,-65,-369.0
0.09331288880370335,-162,-97.0
0.0933337222238426,42,204.0
0.09335455564398186,211,169.0
0.0933753890641211,179,-32.0
0.09339622248426036,47,-132.0
0.09341705590439961,4,-43.0
0.09343788932453885,108,104.0
0.0934587227446781,258,150.0
0.09347955616481736,349,91.0
0.0935003895849566,385,36.0
0.09352122300509585,423,38.0
0.09354205642523511,470,47.0
0.09356288984537436,493,23.0
0.0935837232655136,511,18.0
0.09360455668565286,569,58.0
0.09362539010579211,636,67.0
0.09364622352593135,655,19.0
0.09366705694607061,620,-35.0
0.09368789036620986,620,0.0
0.09370872378634912,784,164.0
0.09372955720648836,1119,335.0
0.09375039062662761,1424,305.0
0.09377122404676687,1490,66.0
0.09379205746690611,1416,-74.0
0.09381289088704536,1479,63.0
0.09383372430718462,1643,164.0
0.09385455772732387,1646,3.0
0.09387539114746311,1602,-44.0
0.09389622456760237,1826,224.0
0.09391705798774162,2195,369.0
0.09393789140788086,2411,216.0
0.09395872482802012,2480,69.0
0.09397955824815937,2512,32.0
0.09400039166829863,2601,89.0
0.09402122508843787,2774,173.0
0.09404205850857712,2830,56.0
0.09406289192871638,2749,-81.0
0.09408372534885562,2789,40.0
0.09410455876899487,2817,28.0
0.09412539218913413,2629,-188.0
0.09414622560927338,2581,-48.0
0.09416705902941262,2728,147.0
0.09418789244955188,2642,-86.0
0.09420872586969113,2523,-119.0
0.09422955928983037,2706,183.0
0.09425039270996963,2808,102.0
0.09427122613010888,2745,-63.0
0.09429205955024812,2917,172.0
0.09431289297038738,3089,172.0
0.09433372639052663,2927,-162.0
0.09435455981066589,2762,-165.0
0.09437539323080513,2739,-23.0
0.09439622665094438,2707,-32.0
0.09441706007108364,2838,131.0
0.09443789349122288,3072,234.0
0.09445872691136213,2999,-73.0
0.09447956033150139,2825,-174.0
0.09450039375164064,3016,191.0
0.09452122717177988,3280,264.0
0.09454206059191914,3162,-118.0
0.09456289401205839,2890,-272.0
0.09458372743219763,2810,-80.0
0.09460456085233689,2814,4.0
0.09462539427247614,2745,-69.0
0.0946462276926154,2659,-86.0
0.09466706111275464,2582,-77.0
0.09468789453289389,2524,-58.0
0.09470872795303314,2557,33.0
0.09472956137317239,2638,81.0
0.09475039479331164,2733,95.0
0.0947712282134509,2922,189.0
0.09479206163359015,2984,62.0
0.09481289505372939,2652,-332.0
0.09483372847386864,2337,-315.0
0.0948545618940079,2460,123.0
0.09487539531414714,2674,214.0
0.0948962287342864,2734,60.0
0.09491706215442565,2908,174.0
0.0949378955745649,3166,258.0
0.09495872899470414,3310,144.0
0.0949795624148434,3396,86.0
0.09500039583498265,3328,-68.0
0.0950212292551219,3061,-267.0
0.09504206267526115,2955,-106.0
0.0950628960954004,3072,117.0
0.09508372951553964,3051,-21.0
0.0951045629356789,2838,-213.0
0.09512539635581815,2619,-219.0
0.09514622977595741,2521,-98.0
0.09516706319609665,2655,134.0
0.0951878966162359,2884,229.0
0.09520873003637516,3011,127.0
0.0952295634565144,3202,191.0
0.09525039687665365,3510,308.0
0.09527123029679291,3679,169.0
0.09529206371693216,3744,65.0
0.0953128971370714,3822,78.0
0.09533373055721066,3742,-80.0
0.09535456397734991,3532,-210.0
0.09537539739748915,3377,-155.0
0.09539623081762841,3183,-194.0
0.09541706423776766,2915,-268.0
0.09543789765790692,2776,-139.0
0.09545873107804616,2840,64.0
0.09547956449818541,3053,213.0
0.09550039791832467,3300,247.0
0.09552123133846391,3410,110.0
0.09554206475860316,3391,-19.0
0.09556289817874242,3384,-7.0
0.09558373159888167,3475,91.0
0.09560456501902091,3719,244.0
0.09562539843916017,3925,206.0
0.09564623185929942,3846,-79.0
0.09566706527943866,3759,-87.0
0.09568789869957792,3943,184.0
0.09570873211971717,4093,150.0
0.09572956553985643,4053,-40.0
0.09575039895999567,4026,-27.0
0.09577123238013492,3965,-61.0
0.09579206580027418,3914,-51.0
0.09581289922041342,4085,171.0
0.09583373264055267,4210,125.0
0.09585456606069193,4042,-168.0
0.09587539948083117,3898,-144.0
0.09589623290097042,3933,35.0
0.09591706632110968,3998,65.0
0.09593789974124893,4076,78.0
0.09595873316138817,4060,-16.0
0.09597956658152743,3862,-198.0
0.09600040000166668,3706,-156.0
0.09602123342180592,3629,-77.0
0.09604206684194518,3558,-71.0
0.09606290026208443,3711,153.0
0.09608373368222368,3961,250.0
0.09610456710236293,3867,-94.0
0.09612540052250218,3642,-225.0
0.09614623394264143,3684,42.0
0.09616706736278068,3746,62.0
0.09618790078291993,3621,-125.0
0.09620873420305918,3513,-108.0
0.09622956762319844,3424,-89.0
0.09625040104333768,3226,-198.0
0.09627123446347693,3047,-179.0
0.09629206788361619,3022,-25.0
0.09631290130375543,3087,65.0
0.09633373472389468,3116,29.0
0.09635456814403394,3023,-93.0
0.0963754015641732,2837,-186.0
0.09639623498431243,2771,-66.0
0.09641706840445169,2973,202.0
0.09643790182459094,3180,207.0
0.09645873524473018,3082,-98.0
0.09647956866486944,2935,-147.0
0.0965004020850087,2958,23.0
0.09652123550514795,2764,-194.0
0.09654206892528719,2403,-361.0
0.09656290234542644,2494,91.0
0.0965837357655657,2710,216.0
0.09660456918570494,2348,-362.0
0.0966254026058442,1971,-377.0
0.09664623602598345,2153,182.0
0.09666706944612269,2244,91.0
0.09668790286626194,1915,-329.0
0.0967087362864012,1656,-259.0
0.09672956970654045,1495,-161.0
0.0967504031266797,1192,-303.0
0.09677123654681895,905,-287.0
0.0967920699669582,717,-188.0
0.09681290338709744,563,-154.0
0.0968337368072367,492,-71.0
0.09685457022737595,402,-90.0
0.09687540364751521,175,-227.0
0.09689623706765445,15,-160.0
0.0969170704877937,54,39.0
0.09693790390793296,60,6.0
0.0969587373280722,-183,-243.0
0.09697957074821145,-469,-286.0
0.0970004041683507,-457,12.0
0.09702123758848996,-350,107.0
0.0970420710086292,-583,-233.0
0.09706290442876846,-899,-316.0
0.09708373784890771,-881,18.0
0.09710457126904695,-838,43.0
0.0971254046891862,-1005,-167.0
0.09714623810932546,-1071,-66.0
0.09716707152946472,-987,84.0
0.09718790494960396,-888,99.0
0.09720873836974321,-639,249.0
0.09722957178988247,-374,265.0
0.0972504052100217,-411,-37.0
0.09727123863016096,-581,-170.0
0.09729207205030022,-678,-97.0
0.09731290547043947,-827,-149.0
0.09733373889057871,-1007,-180.0
0.09735457231071797,-1158,-151.0
0.09737540573085722,-1408,-250.0
0.09739623915099646,-1647,-239.0
0.09741707257113572,-1680,-33.0
0.09743790599127497,-1705,-25.0
0.09745873941141421,-1882,-177.0
0.09747957283155347,-2001,-119.0
0.09750040625169272,-1951,50.0
0.09752123967183197,-1838,113.0
0.09754207309197122,-1722,116.0
0.09756290651211047,-1655,67.0
0.09758373993224972,-1664,-9.0
0.09760457335238897,-1663,1.0
0.09762540677252822,-1706,-43.0
0.09764624019266747,-1928,-222.0
0.09766707361280673,-2126,-198.0
0.09768790703294597,-2064,62.0
0.09770874045308522,-2014,50.0
0.09772957387322448,-2209,-195.0
0.09775040729336372,-2320,-111.0
0.09777124071350297,-2169,151.0
0.09779207413364223,-2088,81.0
0.09781290755378148,-2236,-148.0
0.09783374097392072,-2445,-209.0
0.09785457439405998,-2671,-226.0
0.09787540781419923,-2889,-218.0
0.09789624123433847,-2929,-40.0
0.09791707465447773,-2798,131.0
0.09793790807461698,-2786,12.0
0.09795874149475624,-3086,-300.0
0.09797957491489548,-3447,-361.0
0.09800040833503473,-3447,0.0
0.09802124175517399,-3148,299.0
0.09804207517531323,-3016,132.0
0.09806290859545248,-3215,-199.0
0.09808374201559174,-3540,-325.0
0.09810457543573099,-3722,-182.0
0.09812540885587023,-3571,151.0
0.09814624227600949,-3334,237.0
0.09816707569614874,-3463,-129.0
0.09818790911628798,-3745,-282.0
0.09820874253642724,-3748,-3.0
0.09822957595656649,-3737,11.0
0.09825040937670573,-3907,-170.0
0.09827124279684499,-3890,17.0
0.09829207621698424,-3745,145.0
0.0983129096371235,-3847,-102.0
0.09833374305726274,-3971,-124.0
0.09835457647740199,-3872,99.0
0.09837540989754125,-3841,31.0
0.09839624331768049,-3966,-125.0
0.09841707673781974,-3987,-21.0
0.098437910157959,-3859,128.0
0.09845874357809825,-3689,170.0
0.09847957699823749,-3584,105.0
0.09850041041837675,-3676,-92.0
0.098521243838516,-3829,-153.0
0.09854207725865524,-3730,99.0
0.0985629106787945,-3460,270.0
0.09858374409893375,-3339,121.0
0.098604577519073,-3349,-10.0
0.09862541093921225,-3326,23.0
0.0986462443593515,-3315,11.0
0.09866707777949076,-3325,-10.0
0.09868791119963,-3243,82.0
0.09870874461976925,-3217,26.0
0.0987295780399085,-3466,-249.0
0.09875041146004776,-3747,-281.0
0.098771244880187,-3728,19.0
0.09879207830032626,-3601,127.0
0.09881291172046551,-3616,-15.0
0.09883374514060475,-3602,14.0
0.098854578560744,-3449,153.0
0.09887541198088326,-3310,139.0
0.09889624540102251,-3142,168.0
0.09891707882116176,-2848,294.0
0.09893791224130101,-2661,187.0
0.09895874566144026,-2692,-31.0
0.0989795790815795,-2645,47.0
0.09900041250171876,-2475,170.0
0.09902124592185801,-2513,-38.0
0.09904207934199726,-2728,-215.0
0.09906291276213651,-2811,-83.0
0.09908374618227576,-2814,-3.0
0.09910457960241502,-2876,-62.0
0.09912541302255426,-2887,-11.0
0.09914624644269351,-2852,35.0
0.09916707986283277,-2800,52.0
0.09918791328297201,-2546,254.0
0.09920874670311126,-2262,284.0
0.09922958012325052,-2363,-101.0
0.09925041354338977,-2575,-212.0
0.09927124696352901,-2431,144.0
0.09929208038366827,-2193,238.0
0.09931291380380752,-2117,76.0
0.09933374722394676,-1921,196.0
0.09935458064408602,-1612,309.0
0.09937541406422527,-1556,56.0
0.09939624748436453,-1704,-148.0
0.09941708090450377,-1803,-99.0
0.09943791432464302,-1874,-71.0
0.09945874774478228,-1922,-48.0
0.09947958116492152,-1897,25.0
0.09950041458506077,-1977,-80.0
0.09952124800520003,-2171,-194.0
0.09954208142533928,-2078,93.0
0.09956291484547852,-1665,413.0
0.09958374826561778,-1428,237.0
0.09960458168575703,-1369,59.0
0.09962541510589627,-1120,249.0
0.09964624852603553,-903,217.0
0.09966708194617478,-912,-9.0
0.09968791536631402,-701,211.0
0.09970874878645328,-335,366.0
0.09972958220659253,-403,-68.0
0.09975041562673179,-654,-251.0
0.09977124904687103,-631,23.0
0.09979208246701028,-762,-131.0
0.09981291588714954,-1189,-427.0
0.09983374930728878,-1272,-83.0
0.09985458272742803,-1018,254.0
0.09987541614756729,-1076,-58.0
0.09989624956770654,-1374,-298.0
0.09991708298784578,-1401,-27.0
0.09993791640798504,-1330,71.0
0.09995874982812429,-1576,-246.0
0.09997958324826353,-1788,-212.0
0.10000041666840279,-1539,249.0
0.10002125008854204,-1327,212.0
0.1000420835086813,-1519,-192.0
0.10006291692882054,-1551,-32.0
0.10008375034895979,-1291,260.0
0.10010458376909905,-1222,69.0
0.10012541718923829,-1137,85.0
0.10014625060937754,-867,270.0
0.1001670840295168,-926,-59.0
0.10018791744965605,-1120,-194.0
0.10020875086979529,-925,195.0
0.10022958428993455,-804,121.0
0.1002504177100738,-925,-121.0
0.10027125113021304,-710,215.0
0.1002920845503523,-430,280.0
0.10031291797049155,-528,-98.0
0.1003337513906308,-517,11.0
0.10035458481077005,-279,238.0
0.1003754182309093,-245,34.0
0.10039625165104855,-254,-9.0
0.1004170850711878,-139,115.0
0.10043791849132705,-144,-5.0
0.1004587519114663,-193,-49.0
0.10047958533160554,-128,65.0
0.1005004187517448,-68,60.0
0.10052125217188405,-20,48.0
0.10054208559202331,26,46.0
0.10056291901216255,19,-7.0
0.1005837524323018,2,-17.0
0.10060458585244106,-86,-88.0
0.1006254192725803,-187,-101.0
0.10064625269271955,-36,151.0
0.10066708611285881,157,193.0
0.10068791953299806,79,-78.0
0.1007087529531373,38,-41.0
0.10072958637327656,158,120.0
0.10075041979341581,153,-5.0
0.10077125321355505,115,-38.0
0.10079208663369431,69,-46.0
0.10081292005383356,-230,-299.0
0.10083375347397282,-484,-254.0
0.10085458689411206,-375,109.0
0.10087542031425131,-250,125.0
0.10089625373439057,-251,-1.0
0.10091708715452981,-119,132.0
0.10093792057466906,71,190.0
0.10095875399480832,184,113.0
0.10097958741494757,329,145.0
0.10100042083508681,454,125.0
0.10102125425522607,411,-43.0
0.10104208767536532,331,-80.0
0.10106292109550456,444,113.0
0.10108375451564382,693,249.0
0.10110458793578307,748,55.0
0.10112542135592233,535,-213.0
0.10114625477606157,372,-163.0
0.10116708819620082,364,-8.0
0.10118792161634008,352,-12.0
0.10120875503647932,315,-37.0
0.10122958845661857,183,-132.0
0.10125042187675783,-97,-280.0
0.10127125529689707,-189,-92.0
0.10129208871703632,89,278.0
0.10131292213717558,359,270.0
0.10133375555731483,390,31.0
0.10135458897745407,420,30.0
0.10137542239759333,657,237.0
0.10139625581773258,939,282.0
0.10141708923787182,971,32.0
0.10143792265801108,835,-136.0
0.10145875607815033,846,11.0
0.10147958949828959,908,62.0
0.10150042291842883,860,-48.0
0.10152125633856808,877,17.0
0.10154208975870734,915,38.0
0.10156292317884658,874,-41.0
0.10158375659898583,1015,141.0
0.10160459001912509,1214,199.0
0.10162542343926434,1108,-106.0
0.10164625685940358,992,-116.0
0.10166709027954283,1054,62.0
0.10168792369968209,954,-100.0
0.10170875711982133,775,-179.0
0.10172959053996058,705,-70.0
0.10175042396009984,551,-154.0
0.1017712573802391,463,-88.0
0.10179209080037833,554,91.0
0.10181292422051759,457,-97.0
0.10183375764065684,337,-120.0
0.10185459106079608,538,201.0
0.10187542448093534,620,82.0
0.1018962579010746,439,-181.0
0.10191709132121385,386,-53.0
0.10193792474135309,319,-67.0
0.10195875816149234,144,-175.0
0.1019795915816316,207,63.0
0.10200042500177084,351,144.0
0.1020212584219101,355,4.0
0.10204209184204935,466,111.0
0.10206292526218859,568,102.0
0.10208375868232784,428,-140.0
0.1021045921024671,351,-77.0
0.10212542552260635,463,112.0
0.1021462589427456,581,118.0
0.10216709236288485,697,116.0
0.1021879257830241,713,16.0
0.10220875920316334,579,-134.0
0.1022295926233026,489,-90.0
0.10225042604344185,365,-124.0
0.10227125946358111,168,-197.0
0.10229209288372035,219,51.0
0.1023129263038596,360,141.0
0.10233375972399886,181,-179.0
0.1023545931441381,-52,-233.0
0.10237542656427735,-105,-53.0
0.10239625998441661,-196,-91.0
0.10241709340455586,-199,-3.0
0.1024379268246951,73,272.0
0.10245876024483436,315,242.0
0.10247959366497361,322,7.0
0.10250042708511285,268,-54.0
0.10252126050525211,362,94.0
0.10254209392539136,657,295.0
0.10256292734553062,871,214.0
0.10258376076566986,850,-21.0
0.10260459418580911,979,129.0
0.10262542760594837,1244,265.0
0.1026462610260876,1081,-163.0
0.10266709444622686,762,-319.0
0.10268792786636612,942,180.0
0.10270876128650537,1198,256.0
0.10272959470664461,992,-206.0
0.10275042812678387,720,-272.0
0.10277126154692312,596,-124.0
0.10279209496706236,379,-217.0
0.10281292838720162,237,-142.0
0.10283376180734087,295,58.0
0.10285459522748011,182,-113.0
0.10287542864761937,-78,-260.0
0.10289626206775862,-47,31.0
0.10291709548789787,202,249.0
0.10293792890803712,294,92.0
0.10295876232817637,199,-95.0
0.10297959574831562,20,-179.0
0.10300042916845487,-179,-199.0
0.10302126258859412,-248,-69.0
0.10304209600873337,-150,98.0
0.10306292942887263,-20,130.0
0.10308376284901187,69,89.0
0.10310459626915112,106,37.0
0.10312542968929038,89,-17.0
0.10314626310942962,70,-19.0
0.10316709652956887,9,-61.0
0.10318792994970813,-132,-141.0
0.10320876336984738,-198,-66.0
0.10322959678998662,-162,36.0
0.10325043021012588,-194,-32.0
0.10327126363026513,-187,7.0
0.10329209705040437,37,224.0
0.10331293047054363,282,245.0
0.10333376389068288,408,126.0
0.10335459731082214,576,168.0
0.10337543073096138,779,203.0
0.10339626415110063,895,116.0
0.10341709757123989,1007,112.0
0.10343793099137913,1162,155.0
0.10345876441151838,1260,98.0
0.10347959783165764,1293,33.0
0.10350043125179689,1327,34.0
0.10352126467193613,1393,66.0
0.10354209809207539,1425,32.0
0.10356293151221464,1291,-134.0
0.10358376493235388,1062,-229.0
0.10360459835249314,959,-103.0
0.10362543177263239,967,8.0
0.10364626519277163,965,-2.0
0.10366709861291089,984,19.0
0.10368793203305014,992,8.0
0.1037087654531894,887,-105.0
0.10372959887332864,740,-147.0
0.10375043229346789,647,-93.0
0.10377126571360715,639,-8.0
0.10379209913374639,685,46.0
0.10381293255388564,613,-72.0
0.1038337659740249,473,-140.0
0.10385459939416415,621,148.0
0.10387543281430339,935,314.0
0.10389626623444265,962,27.0
0.1039170996545819,891,-71.0
0.10393793307472114,1080,189.0
0.1039587664948604,1270,190.0
0.10397959991499965,1315,45.0
0.1040004333351389,1463,148.0
0.10402126675527815,1633,170.0
0.1040421001754174,1663,30.0
0.10406293359555666,1676,13.0
0.1040837670156959,1611,-65.0
0.10410460043583515,1445,-166.0
0.1041254338559744,1514,69.0
0.10414626727611366,1702,188.0
0.1041671006962529,1573,-129.0
0.10418793411639216,1466,-107.0
0.10420876753653141,1772,306.0
0.10422960095667065,1945,173.0
0.1042504343768099,1690,-255.0
0.10427126779694916,1562,-128.0
0.10429210121708841,1663,101.0
0.10431293463722766,1583,-80.0
0.10433376805736691,1470,-113.0
0.10435460147750616,1600,130.0
0.1043754348976454,1714,114.0
0.10439626831778466,1722,8.0
0.10441710173792391,1922,200.0
0.10443793515806316,2210,288.0
0.10445876857820241,2143,-67.0
0.10447960199834166,1801,-342.0
0.10450043541848092,1712,-89.0
0.10452126883862016,1962,250.0
0.10454210225875941,2114,152.0
0.10456293567889867,2057,-57.0
0.10458376909903791,2097,40.0
0.10460460251917716,2210,113.0
0.10462543593931642,2146,-64.0
0.10464626935945567,2033,-113.0
0.10466710277959491,1962,-71.0
0.10468793619973417,1692,-270.0
0.10470876961987342,1322,-370.0
0.10472960304001266,1215,-107.0
0.10475043646015192,1251,36.0
0.10477126988029117,1175,-76.0
0.10479210330043043,1086,-89.0
0.10481293672056967,1029,-57.0
0.10483377014070892,871,-158.0
0.10485460356084818,625,-246.0
0.10487543698098742,366,-259.0
0.10489627040112667,190,-176.0
0.10491710382126593,264,74.0
0.10493793724140518,543,279.0
0.10495877066154442,724,181.0
0.10497960408168368,637,-87.0
0.10500043750182293,446,-191.0
0.10502127092196217,454,8.0
0.10504210434210143,671,217.0
0.10506293776224068,726,55.0
0.10508377118237994,521,-205.0
0.10510460460251918,390,-131.0
0.10512543802265843,376,-14.0
0.10514627144279769,307,-69.0
0.10516710486293693,334,27.0
0.10518793828307618,451,117.0
0.10520877170321544,403,-48.0
0.10522960512335468,406,3.0
0.10525043854349393,668,262.0
0.10527127196363319,758,90.0
0.10529210538377244,513,-245.0
0.10531293880391168,383,-130.0
0.10533377222405094,466,83.0
0.10535460564419019,472,6.0
0.10537543906432943,304,-168.0
0.10539627248446869,-7,-311.0
0.10541710590460794,-245,-238.0
0.1054379393247472,-114,131.0
0.10545877274488644,133,247.0
0.10547960616502569,49,-84.0
0.10550043958516495,-179,-228.0
0.10552127300530419,-215,-36.0
0.10554210642544344,-131,84.0
0.1055629398455827,26,157.0
0.10558377326572195,202,176.0
0.10560460668586119,141,-61.0
0.10562544010600045,-53,-194.0
0.1056462735261397,-23,30.0
0.10566710694627894,43,66.0
0.1056879403664182,-196,-239.0
0.10570877378655745,-482,-286.0
0.1057296072066967,-497,-15.0
0.10575044062683595,-448,49.0
0.1057712740469752,-589,-141.0
0.10579210746711445,-858,-269.0
0.1058129408872537,-1076,-218.0
0.10583377430739295,-1121,-45.0
0.1058546077275322,-1028,93.0
0.10587544114767146,-1005,23.0
0.1058962745678107,-1110,-105.0
0.10591710798794995,-1142,-32.0
0.10593794140808921,-1074,68.0
0.10595877482822845,-1131,-57.0
0.1059796082483677,-1311,-180.0
0.10600044166850696,-1396,-85.0
0.1060212750886462,-1410,-14.0
0.10604210850878545,-1501,-91.0
0.10606294192892471,-1613,-112.0
0.10608377534906396,-1690,-77.0
0.1061046087692032,-1773,-83.0
0.10612544218934246,-1809,-36.0
0.10614627560948171,-1763,46.0
0.10616710902962095,-1766,-3.0
0.10618794244976021,-1863,-97.0
0.10620877586989946,-1919,-56.0
0.10622960929003872,-1866,53.0
0.10625044271017796,-1756,110.0
0.10627127613031721,-1641,115.0
0.10629210955045647,-1564,77.0
0.10631294297059571,-1624,-60.0
0.10633377639073496,-1873,-249.0
0.10635460981087422,-2097,-224.0
0.10637544323101347,-1993,104.0
0.10639627665115271,-1658,335.0
0.10641711007129197,-1490,168.0
0.10643794349143122,-1570,-80.0
0.10645877691157046,-1625,-55.0
0.10647961033170972,-1538,87.0
0.10650044375184897,-1517,21.0
0.10652127717198823,-1743,-226.0
0.10654211059212747,-2000,-257.0
0.10656294401226672,-1982,18.0
0.10658377743240598,-1885,97.0
0.10660461085254522,-2070,-185.0
0.10662544427268447,-2389,-319.0
0.10664627769282373,-2559,-170.0
0.10666711111296298,-2561,-2.0
0.10668794453310222,-2375,186.0
0.10670877795324148,-2114,261.0
0.10672961137338073,-2051,63.0
0.10675044479351997,-2037,14.0
0.10677127821365923,-1809,228.0
0.10679211163379848,-1608,201.0
0.10681294505393772,-1558,50.0
0.10683377847407698,-1428,130.0
0.10685461189421623,-1350,78.0
0.10687544531435549,-1503,-153.0
0.10689627873449473,-1626,-123.0
0.10691711215463398,-1659,-33.0
0.10693794557477324,-1762,-103.0
0.10695877899491248,-1784,-22.0
0.10697961241505173,-1696,88.0
0.10700044583519099,-1732,-36.0
0.10702127925533024,-1835,-103.0
0.10704211267546948,-1916,-81.0
0.10706294609560874,-2058,-142.0
0.10708377951574799,-2047,11.0
0.10710461293588723,-1722,325.0
0.10712544635602649,-1476,246.0
0.10714627977616574,-1593,-117.0
0.107167113196305,-1862,-269.0
0.10718794661644424,-2069,-207.0
0.10720878003658349,-2125,-56.0
0.10722961345672274,-2008,117.0
0.10725044687686199,-1907,101.0
0.10727128029700124,-1940,-33.0
0.1072921137171405,-1895,45.0
0.10731294713727975,-1643,252.0
0.10733378055741899,-1445,198.0
0.10735461397755824,-1554,-109.0
0.1073754473976975,-1779,-225.0
0.10739628081783674,-1757,22.0
0.107417114237976,-1533,224.0
0.10743794765811525,-1385,148.0
0.10745878107825449,-1273,112.0
0.10747961449839374,-1062,211.0
0.107500447918533,-906,156.0
0.10752128133867225,-910,-4.0
0.1075421147588115,-944,-34.0
0.10756294817895075,-961,-17.0
0.10758378159909,-987,-26.0
0.10760461501922924,-994,-7.0
0.1076254484393685,-1035,-41.0
0.10764628185950775,-1170,-135.0
0.10766711527964701,-1292,-122.0
0.10768794869978625,-1344,-52.0
0.1077087821199255,-1361,-17.0
0.10772961554006476,-1281,80.0
0.107750448960204,-1091,190.0
0.10777128238034325,-998,93.0
0.10779211580048251,-1133,-135.0
0.10781294922062176,-1341,-208.0
0.107833782640761,-1402,-61.0
0.10785461606090026,-1269,133.0
0.10787544948103951,-1080,189.0
0.10789628290117875,-982,98.0
0.10791711632131801,-938,44.0
0.10793794974145726,-870,68.0
0.10795878316159652,-899,-29.0
0.10797961658173576,-1061,-162.0
0.10800045000187501,-1100,-39.0
0.10802128342201427,-929,171.0
0.10804211684215351,-809,120.0
0.10806295026229276,-878,-69.0
0.10808378368243202,-1012,-134.0
0.10810461710257127,-1042,-30.0
0.10812545052271051,-897,145.0
0.10814628394284977,-762,135.0
0.10816711736298902,-860,-98.0
0.10818795078312826,-994,-134.0
0.10820878420326752,-917,77.0
0.10822961762340677,-820,97.0
0.10825045104354601,-830,-10.0
0.10827128446368527,-796,34.0
0.10829211788382452,-756,40.0
0.10831295130396378,-804,-48.0
0.10833378472410302,-850,-46.0
0.10835461814424227,-931,-81.0
0.10837545156438153,-1050,-119.0
0.10839628498452077,-960,90.0
0.10841711840466002,-677,283.0
0.10843795182479928,-516,161.0
0.10845878524493853,-540,-24.0
0.10847961866507777,-606,-66.0
0.10850045208521703,-600,6.0
0.10852128550535628,-465,135.0
0.10854211892549552,-304,161.0
0.10856295234563478,-242,62.0
