NANOMETERS  TRANSMITTANCE
2500.0000	76.712
2498.0000	75.432
2496.0000	76.729
2494.0000	75.568
2492.0000	75.276
2490.0000	75.862
2488.0000	75.695
2486.0000	77.066
2484.0000	76.629
2482.0000	75.335
2480.0000	76.861
2478.0000	75.844
2476.0000	76.824
2474.0000	76.236
2472.0000	76.179
2470.0000	76.403
2468.0000	77.165
2466.0000	76.315
2464.0000	76.716
2462.0000	77.412
2460.0000	76.421
2458.0000	77.131
2456.0000	76.991
2454.0000	77.92
2452.0000	77.218
2450.0000	76.096
2448.0000	76.675
2446.0000	77.069
2444.0000	76.697
2442.0000	76.866
2440.0000	77.206
2438.0000	77.173
2436.0000	76.793
2434.0000	77.681
2432.0000	77.419
2430.0000	76.649
2428.0000	77.611
2426.0000	77.464
2424.0000	77.606
2422.0000	77.639
2420.0000	77.135
2418.0000	76.941
2416.0000	77.892
2414.0000	78.47
2412.0000	76.073
2410.0000	77.767
2408.0000	77.295
2406.0000	77.018
2404.0000	77.009
2402.0000	77.232
2400.0000	78.371
2398.0000	77.552
2396.0000	78.017
2394.0000	77.504
2392.0000	77.776
2390.0000	77.813
2388.0000	77.194
2386.0000	78.552
2384.0000	78.681
2382.0000	77.854
2380.0000	77.988
2378.0000	79.606
2376.0000	77.678
2374.0000	79.16
2372.0000	78.378
2370.0000	78.593
2368.0000	78.258
2366.0000	77.062
2364.0000	78.057
2362.0000	78.096
2360.0000	79.19
2358.0000	78.632
2356.0000	78.852
2354.0000	78.684
2352.0000	78.184
2350.0000	78.183
2348.0000	78.968
2346.0000	78.397
2344.0000	78.92
2342.0000	78.635
2340.0000	78.846
2338.0000	78.918
2336.0000	79.103
2334.0000	79.195
2332.0000	79.525
2330.0000	79.544
2328.0000	79.487
2326.0000	79.052
2324.0000	79.643
2322.0000	78.826
2320.0000	80.215
2318.0000	79.193
2316.0000	79.066
2314.0000	79.149
2312.0000	80.006
2310.0000	79.741
2308.0000	79.755
2306.0000	79.564
2304.0000	79.473
2302.0000	78.756
2300.0000	79.911
2298.0000	79.92
2296.0000	80.232
2294.0000	79.83
2292.0000	80.197
2290.0000	79.584
2288.0000	79.848
2286.0000	79.311
2284.0000	80.416
2282.0000	79.891
2280.0000	80.214
2278.0000	80.119
2276.0000	79.885
2274.0000	80.206
2272.0000	80.702
2270.0000	80.567
2268.0000	80.001
2266.0000	79.893
2264.0000	80.284
2262.0000	79.688
2260.0000	79.805
2258.0000	80.623
2256.0000	81.734
2254.0000	80.626
2252.0000	80.976
2250.0000	80.269
2248.0000	80.488
2246.0000	80.839
2244.0000	80.389
2242.0000	81.081
2240.0000	80.793
2238.0000	80.825
2236.0000	80.699
2234.0000	80.636
2232.0000	80.648
2230.0000	80.863
2228.0000	80.667
2226.0000	81.337
2224.0000	81.101
2222.0000	80.725
2220.0000	81.427
2218.0000	81.545
2216.0000	81.023
2214.0000	81.302
2212.0000	81.2
2210.0000	81.798
2208.0000	80.982
2206.0000	81.575
2204.0000	81.251
2202.0000	81.106
2200.0000	81.837
2198.0000	81.612
2196.0000	81.431
2194.0000	81.977
2192.0000	82.463
2190.0000	81.332
2188.0000	81.445
2186.0000	81.835
2184.0000	81.286
2182.0000	82.885
2180.0000	81.549
2178.0000	82.612
2176.0000	81.894
2174.0000	81.688
2172.0000	81.443
2170.0000	82.224
2168.0000	82.475
2166.0000	81.711
2164.0000	83.02
2162.0000	81.936
2160.0000	82.265
2158.0000	81.89
2156.0000	82.35
2154.0000	82.029
2152.0000	82.566
2150.0000	83.126
2148.0000	83.302
2146.0000	82.716
2144.0000	83.014
2142.0000	82.832
2140.0000	82.935
2138.0000	83.003
2136.0000	82.566
2134.0000	83.201
2132.0000	83.429
2130.0000	82.993
2128.0000	83.329
2126.0000	82.809
2124.0000	83.645
2122.0000	83.97
2120.0000	83.422
2118.0000	83.885
2116.0000	82.945
2114.0000	83.541
2112.0000	83.267
2110.0000	83.456
2108.0000	83.871
2106.0000	83.599
2104.0000	83.567
2102.0000	84.249
2100.0000	83.839
2098.0000	83.201
2096.0000	84.403
2094.0000	83.762
2092.0000	83.831
2090.0000	84.452
2088.0000	83.438
2086.0000	83.735
2084.0000	84.595
2082.0000	83.678
2080.0000	84.121
2078.0000	83.573
2076.0000	84.432
2074.0000	84.424
2072.0000	83.765
2070.0000	84.548
2068.0000	84.023
2066.0000	83.802
2064.0000	84.601
2062.0000	84.822
2060.0000	84.734
2058.0000	84.494
2056.0000	83.994
2054.0000	85.055
2052.0000	84.597
2050.0000	84.791
2048.0000	84.56
2046.0000	84.744
2044.0000	84.686
2042.0000	85.157
2040.0000	85.309
2038.0000	85.36
2036.0000	85.249
2034.0000	85.029
2032.0000	84.951
2030.0000	84.741
2028.0000	84.989
2026.0000	85.171
2024.0000	85.182
2022.0000	85.84
2020.0000	85.477
2018.0000	85.532
2016.0000	85.83
2014.0000	85.441
2012.0000	85.857
2010.0000	86.152
2008.0000	85.333
2006.0000	86.076
2004.0000	85.804
2002.0000	86.072
2000.0000	86.279
1998.0000	86.175
1996.0000	86.041
1994.0000	86.55
1992.0000	86.665
1990.0000	86.438
