t,y
0.00395833333333333,-106
0.00397916666666667,-214
0.004,-173
0.00402083333333333,-51
0.00404166666666667,237
0.0040625,456
0.00408333333333333,211
0.00410416666666667,90
0.004125,421
0.00414583333333333,842
0.00416666666666667,1001
0.0041875,1050
0.00420833333333333,930
0.00422916666666667,527
0.00425,486
0.00427083333333333,779
0.00429166666666667,928
0.0043125,817
0.00433333333333333,599
0.00435416666666667,684
0.004375,742
0.00439583333333333,423
0.00441666666666667,-29
0.0044375,-279
0.00445833333333333,-48
0.00447916666666667,310
0.0045,477
0.00452083333333333,182
0.00454166666666667,-234
0.0045625,-240
0.00458333333333333,-231
0.00460416666666667,39
0.004625,356
0.00464583333333333,358
0.00466666666666667,92
0.0046875,-402
0.00470833333333333,-705
0.00472916666666667,-985
0.00475,-903
0.00477083333333333,-629
0.00479166666666667,-515
0.0048125,-494
0.00483333333333333,-592
0.00485416666666667,-342
0.004875,-270
0.00489583333333333,-222
0.00491666666666667,-100
0.0049375,-229
0.00495833333333333,-254
0.00497916666666667,-258
0.005,-40
0.00502083333333333,200
0.00504166666666667,554
0.0050625,714
0.00508333333333333,489
0.00510416666666667,582
0.005125,479
0.00514583333333333,-65
0.00516666666666667,-677
0.0051875,-840
0.00520833333333333,-743
0.00522916666666667,-291
0.00525,464
0.00527083333333333,408
0.00529166666666667,208
0.0053125,112
0.00533333333333333,-154
0.00535416666666667,-634
0.005375,-1064
0.00539583333333333,-798
0.00541666666666667,-559
0.0054375,-432
0.00545833333333333,-846
0.00547916666666667,-1269
0.0055,-832
0.00552083333333333,-683
0.00554166666666667,-648
0.0055625,-782
0.00558333333333333,-919
0.00560416666666667,-805
0.005625,-950
0.00564583333333333,-962
0.00566666666666667,-1108
0.0056875,-1178
0.00570833333333333,-1070
0.00572916666666667,-1094
0.00575,-1002
0.00577083333333333,-905
0.00579166666666667,-753
0.0058125,-884
0.00583333333333333,-1227
0.00585416666666667,-1127
0.005875,-849
0.00589583333333333,-1021
0.00591666666666667,-1343
0.0059375,-1427
0.00595833333333333,-1515
0.00597916666666667,-1320
0.006,-1207
0.00602083333333333,-1479
0.00604166666666667,-1432
0.0060625,-1247
0.00608333333333333,-1225
0.00610416666666667,-1325
0.006125,-1447
0.00614583333333333,-1489
0.00616666666666667,-1571
0.0061875,-1602
0.00620833333333333,-1437
0.00622916666666667,-858
0.00625,-314
0.00627083333333333,-565
0.00629166666666667,-1138
0.0063125,-1577
0.00633333333333333,-1878
0.00635416666666667,-1845
0.006375,-1725
0.00639583333333333,-1563
0.00641666666666667,-1195
0.0064375,-1024
0.00645833333333333,-1132
0.00647916666666667,-1262
0.0065,-1477
0.00652083333333333,-1602
0.00654166666666667,-1384
0.0065625,-1242
0.00658333333333333,-992
0.00660416666666667,-240
0.006625,-35
0.00664583333333333,-244
0.00666666666666667,14
0.0066875,-35
0.00670833333333333,-271
0.00672916666666667,-385
0.00675,-747
0.00677083333333333,-788
0.00679166666666667,-405
0.0068125,-92
0.00683333333333333,-89
0.00685416666666667,-45
0.006875,436
0.00689583333333333,848
0.00691666666666667,788
0.0069375,581
0.00695833333333333,722
0.00697916666666667,814
0.007,693
0.00702083333333333,761
0.00704166666666667,554
0.0070625,102
0.00708333333333333,17
0.00710416666666667,509
0.007125,1037
0.00714583333333333,1270
0.00716666666666667,1393
0.0071875,1146
0.00720833333333333,985
0.00722916666666667,820
0.00725,379
0.00727083333333333,233
0.00729166666666667,542
0.0073125,1439
0.00733333333333333,1842
0.00735416666666667,1413
0.007375,1183
0.00739583333333333,1157
0.00741666666666667,1314
0.0074375,1421
0.00745833333333333,1400
0.00747916666666667,1113
0.0075,724
0.00752083333333333,1077
0.00754166666666667,1388
0.0075625,1317
0.00758333333333333,1394
0.00760416666666667,1277
0.007625,1274
0.00764583333333333,1531
0.00766666666666667,1532
0.0076875,1480
0.00770833333333333,1560
0.00772916666666667,1503
0.00775,1538
0.00777083333333333,1716
0.00779166666666667,1704
0.0078125,1868
0.00783333333333333,2262
0.00785416666666667,2289
0.007875,1883
0.00789583333333333,1681
0.00791666666666667,1795
0.0079375,1424
0.00795833333333333,969
0.00797916666666667,970
0.008,696
0.00802083333333333,558
0.00804166666666667,774
0.0080625,574
0.00808333333333333,485
0.00810416666666667,722
0.008125,740
0.00814583333333333,856
0.00816666666666667,1282
0.0081875,1607
0.00820833333333333,1460
0.00822916666666667,1085
0.00825,927
0.00827083333333333,986
0.00829166666666667,1173
0.0083125,971
0.00833333333333333,451
0.00835416666666667,333
0.008375,341
0.00839583333333333,297
0.00841666666666667,227
0.0084375,158
0.00845833333333333,473
0.00847916666666667,873
0.0085,638
0.00852083333333333,167
0.00854166666666667,160
0.0085625,-135
0.00858333333333333,-275
0.00860416666666667,119
0.008625,-82
0.00864583333333333,-206
0.00866666666666667,-79
0.0086875,-255
0.00870833333333333,-537
0.00872916666666667,-558
0.00875,-366
0.00877083333333333,-616
0.00879166666666667,-876
0.0088125,-1319
0.00883333333333333,-1616
0.00885416666666667,-1235
0.008875,-1261
0.00889583333333333,-1407
0.00891666666666667,-1360
0.0089375,-1467
0.00895833333333333,-1858
0.00897916666666667,-2390
0.009,-2589
0.00902083333333333,-2437
0.00904166666666667,-1918
0.0090625,-1476
0.00908333333333333,-1447
0.00910416666666667,-1770
0.009125,-2050
0.00914583333333333,-1853
0.00916666666666667,-1708
0.0091875,-1723
0.00920833333333333,-1497
0.00922916666666667,-1261
0.00925,-1369
0.00927083333333333,-1379
0.00929166666666667,-1087
0.0093125,-826
0.00933333333333333,-576
0.00935416666666667,-344
0.009375,-103
0.00939583333333333,-158
0.00941666666666667,-337
0.0094375,-391
0.00945833333333333,-520
0.00947916666666667,-497
0.0095,-873
0.00952083333333333,-1227
0.00954166666666667,-820
0.0095625,-388
0.00958333333333333,-30
0.00960416666666667,241
0.009625,339
0.00964583333333333,287
0.00966666666666667,27
0.0096875,-368
0.00970833333333333,-596
0.00972916666666667,-180
0.00975,-41
0.00977083333333333,-447
0.00979166666666667,-507
0.0098125,-567
0.00983333333333333,-631
0.00985416666666667,-349
0.009875,-36
0.00989583333333333,142
0.00991666666666667,383
0.0099375,603
0.00995833333333333,240
0.00997916666666667,-294
0.01,-283
0.0100208333333333,-262
0.0100416666666667,-473
0.0100625,-280
0.0100833333333333,127
0.0101041666666667,-185
0.010125,-917
0.0101458333333333,-1111
0.0101666666666667,-976
0.0101875,-824
0.0102083333333333,-501
0.0102291666666667,-308
0.01025,-214
0.0102708333333333,122
0.0102916666666667,281
0.0103125,207
0.0103333333333333,336
0.0103541666666667,490
0.010375,620
0.0103958333333333,758
0.0104166666666667,855
0.0104375,1077
0.0104583333333333,1120
0.0104791666666667,1041
0.0105,1180
0.0105208333333333,1087
0.0105416666666667,866
0.0105625,1031
0.0105833333333333,1164
0.0106041666666667,1156
0.010625,1400
0.0106458333333333,1642
0.0106666666666667,1461
0.0106875,821
0.0107083333333333,355
0.0107291666666667,432
0.01075,541
0.0107708333333333,557
0.0107916666666667,582
0.0108125,699
0.0108333333333333,1018
0.0108541666666667,1188
0.010875,1050
0.0108958333333333,638
0.0109166666666667,90
0.0109375,77
0.0109583333333333,556
0.0109791666666667,823
0.011,1041
0.0110208333333333,1033
0.0110416666666667,455
0.0110625,-42
0.0110833333333333,-227
0.0111041666666667,-256
0.011125,-190
0.0111458333333333,-82
0.0111666666666667,73
0.0111875,187
0.0112083333333333,187
0.0112291666666667,137
0.01125,268
0.0112708333333333,222
0.0112916666666667,27
0.0113125,168
0.0113333333333333,286
0.0113541666666667,289
0.011375,206
0.0113958333333333,31
0.0114166666666667,32
0.0114375,141
0.0114583333333333,428
0.0114791666666667,740
0.0115,621
0.0115208333333333,235
0.0115416666666667,16
0.0115625,9
0.0115833333333333,-7
0.0116041666666667,-246
0.011625,-604
0.0116458333333333,-912
0.0116666666666667,-1165
0.0116875,-1014
0.0117083333333333,-438
0.0117291666666667,71
0.01175,325
0.0117708333333333,535
0.0117916666666667,783
0.0118125,727
0.0118333333333333,483
0.0118541666666667,134
0.011875,-213
0.0118958333333333,-225
0.0119166666666667,-279
0.0119375,-262
0.0119583333333333,8
0.0119791666666667,518
0.012,987
0.0120208333333333,714
0.0120416666666667,427
0.0120625,242
0.0120833333333333,-323
0.0121041666666667,-614
0.012125,-723
0.0121458333333333,-965
0.0121666666666667,-1027
0.0121875,-734
0.0122083333333333,-514
0.0122291666666667,-661
0.01225,-744
0.0122708333333333,-533
0.0122916666666667,-247
0.0123125,-101
0.0123333333333333,57
0.0123541666666667,133
0.012375,-201
0.0123958333333333,-634
0.0124166666666667,-635
0.0124375,-119
0.0124583333333333,528
0.0124791666666667,892
0.0125,751
0.0125208333333333,526
0.0125416666666667,590
0.0125625,488
0.0125833333333333,390
0.0126041666666667,392
0.012625,143
0.0126458333333333,1
0.0126666666666667,53
0.0126875,356
0.0127083333333333,845
0.0127291666666667,1115
0.01275,1346
0.0127708333333333,1536
0.0127916666666667,1576
0.0128125,1410
0.0128333333333333,1150
0.0128541666666667,1088
0.012875,1055
0.0128958333333333,1083
0.0129166666666667,1166
0.0129375,1295
0.0129583333333333,1329
0.0129791666666667,1204
0.013,1411
0.0130208333333333,1478
0.0130416666666667,1241
0.0130625,1118
0.0130833333333333,767
0.0131041666666667,233
0.013125,111
0.0131458333333333,617
0.0131666666666667,1140
0.0131875,1382
0.0132083333333333,1188
0.0132291666666667,549
0.01325,321
0.0132708333333333,387
0.0132916666666667,611
0.0133125,1194
0.0133333333333333,1372
0.0133541666666667,1022
0.013375,560
0.0133958333333333,268
0.0134166666666667,244
0.0134375,20
0.0134583333333333,-180
0.0134791666666667,76
0.0135,237
0.0135208333333333,177
0.0135416666666667,87
0.0135625,128
0.0135833333333333,123
0.0136041666666667,-514
0.013625,-1039
0.0136458333333333,-1086
0.0136666666666667,-982
0.0136875,-748
0.0137083333333333,-890
0.0137291666666667,-1089
0.01375,-1005
0.0137708333333333,-792
0.0137916666666667,-448
0.0138125,-275
0.0138333333333333,-186
0.0138541666666667,134
0.013875,531
0.0138958333333333,465
0.0139166666666667,105
0.0139375,-109
0.0139583333333333,-105
0.0139791666666667,-20
0.014,-256
0.0140208333333333,-449
0.0140416666666667,-484
0.0140625,-583
0.0140833333333333,-771
0.0141041666666667,-1176
0.014125,-1327
0.0141458333333333,-1393
0.0141666666666667,-1492
0.0141875,-1256
0.0142083333333333,-1235
0.0142291666666667,-1827
0.01425,-2558
0.0142708333333333,-2728
0.0142916666666667,-2445
0.0143125,-2073
0.0143333333333333,-1707
0.0143541666666667,-1509
0.014375,-1405
0.0143958333333333,-1409
0.0144166666666667,-1499
0.0144375,-1686
0.0144583333333333,-1954
0.0144791666666667,-1820
0.0145,-1213
0.0145208333333333,-988
0.0145416666666667,-1208
0.0145625,-959
0.0145833333333333,-662
0.0146041666666667,-750
0.014625,-777
0.0146458333333333,-745
0.0146666666666667,-653
0.0146875,-644
0.0147083333333333,-763
0.0147291666666667,-794
0.01475,-660
0.0147708333333333,-651
0.0147916666666667,-786
0.0148125,-603
0.0148333333333333,-615
0.0148541666666667,-993
0.014875,-1236
0.0148958333333333,-1294
0.0149166666666667,-1397
0.0149375,-1687
0.0149583333333333,-1621
0.0149791666666667,-1331
0.015,-974
0.0150208333333333,-737
0.0150416666666667,-988
0.0150625,-782
0.0150833333333333,-417
0.0151041666666667,-298
0.015125,64
0.0151458333333333,97
0.0151666666666667,-126
0.0151875,-222
0.0152083333333333,-331
0.0152291666666667,-513
0.01525,-556
0.0152708333333333,-416
0.0152916666666667,-236
0.0153125,134
0.0153333333333333,268
0.0153541666666667,124
0.015375,-16
0.0153958333333333,-379
0.0154166666666667,-843
0.0154375,-1221
0.0154583333333333,-1376
0.0154791666666667,-1542
0.0155,-1800
0.0155208333333333,-1691
0.0155416666666667,-1312
0.0155625,-949
0.0155833333333333,-651
0.0156041666666667,-272
0.015625,99
0.0156458333333333,217
0.0156666666666667,234
0.0156875,187
0.0157083333333333,38
0.0157291666666667,-123
0.01575,-114
0.0157708333333333,187
0.0157916666666667,533
0.0158125,711
0.0158333333333333,885
0.0158541666666667,1017
0.015875,822
0.0158958333333333,723
0.0159166666666667,744
0.0159375,537
0.0159583333333333,627
0.0159791666666667,668
0.016,477
0.0160208333333333,666
0.0160416666666667,676
0.0160625,537
0.0160833333333333,543
0.0161041666666667,266
0.016125,18
0.0161458333333333,-85
0.0161666666666667,-214
0.0161875,-71
0.0162083333333333,481
0.0162291666666667,961
0.01625,1102
0.0162708333333333,1261
0.0162916666666667,1217
0.0163125,1078
0.0163333333333333,1262
0.0163541666666667,1374
0.016375,1447
0.0163958333333333,1504
0.0164166666666667,1365
0.0164375,1557
0.0164583333333333,2018
0.0164791666666667,2098
0.0165,2046
0.0165208333333333,2078
0.0165416666666667,1864
0.0165625,1456
0.0165833333333333,1176
0.0166041666666667,1222
0.016625,1456
0.0166458333333333,1791
0.0166666666666667,1909
0.0166875,1353
0.0167083333333333,642
0.0167291666666667,398
0.01675,613
0.0167708333333333,859
0.0167916666666667,749
0.0168125,397
0.0168333333333333,408
0.0168541666666667,986
0.016875,1398
0.0168958333333333,1450
0.0169166666666667,1188
0.0169375,776
0.0169583333333333,745
0.0169791666666667,908
0.017,880
0.0170208333333333,506
0.0170416666666667,258
0.0170625,227
0.0170833333333333,167
0.0171041666666667,431
0.017125,586
0.0171458333333333,535
0.0171666666666667,403
0.0171875,139
0.0172083333333333,259
0.0172291666666667,598
0.01725,724
0.0172708333333333,401
0.0172916666666667,-351
0.0173125,-1028
0.0173333333333333,-1212
0.0173541666666667,-1039
0.017375,-744
0.0173958333333333,-358
0.0174166666666667,-263
0.0174375,-331
0.0174583333333333,-266
0.0174791666666667,-346
0.0175,-494
0.0175208333333333,-503
0.0175416666666667,-364
0.0175625,-189
0.0175833333333333,-251
0.0176041666666667,-383
0.017625,-250
0.0176458333333333,-335
0.0176666666666667,-676
0.0176875,-732
0.0177083333333333,-810
0.0177291666666667,-992
0.01775,-724
0.0177708333333333,-114
0.0177916666666667,-29
0.0178125,-438
0.0178333333333333,-883
0.0178541666666667,-1353
0.017875,-1199
0.0178958333333333,-726
0.0179166666666667,-651
0.0179375,-456
0.0179583333333333,-170
0.0179791666666667,63
0.018,269
0.0180208333333333,106
0.0180416666666667,-162
0.0180625,-364
0.0180833333333333,-461
0.0181041666666667,-336
0.018125,-492
0.0181458333333333,-753
0.0181666666666667,-545
0.0181875,-336
0.0182083333333333,-443
0.0182291666666667,-481
0.01825,-535
0.0182708333333333,-668
0.0182916666666667,-238
0.0183125,294
0.0183333333333333,136
0.0183541666666667,-243
0.018375,-437
0.0183958333333333,-412
0.0184166666666667,-365
0.0184375,-304
0.0184583333333333,-38
0.0184791666666667,108
0.0185,-111
0.0185208333333333,-198
0.0185416666666667,-9
0.0185625,-14
0.0185833333333333,58
0.0186041666666667,256
0.018625,350
0.0186458333333333,395
0.0186666666666667,320
0.0186875,176
0.0187083333333333,-41
0.0187291666666667,40
0.01875,160
0.0187708333333333,-10
0.0187916666666667,270
0.0188125,790
0.0188333333333333,787
0.0188541666666667,520
0.018875,635
0.0188958333333333,815
0.0189166666666667,865
0.0189375,1215
0.0189583333333333,1445
0.0189791666666667,1258
0.019,1104
0.0190208333333333,1309
0.0190416666666667,1512
0.0190625,1314
0.0190833333333333,1166
0.0191041666666667,1288
0.019125,1278
0.0191458333333333,1091
0.0191666666666667,729
0.0191875,304
0.0192083333333333,294
0.0192291666666667,425
0.01925,289
0.0192708333333333,-28
0.0192916666666667,-184
0.0193125,55
0.0193333333333333,229
0.0193541666666667,287
0.019375,-8
0.0193958333333333,-475
0.0194166666666667,-339
0.0194375,-38
0.0194583333333333,405
0.0194791666666667,711
0.0195,540
0.0195208333333333,474
0.0195416666666667,189
0.0195625,-119
0.0195833333333333,-106
0.0196041666666667,-12
0.019625,326
0.0196458333333333,461
0.0196666666666667,121
0.0196875,-197
0.0197083333333333,-267
0.0197291666666667,-346
0.01975,-445
0.0197708333333333,-504
0.0197916666666667,-638
0.0198125,-546
0.0198333333333333,-476
0.0198541666666667,-592
0.019875,-400
0.0198958333333333,-44
0.0199166666666667,109
0.0199375,63
0.0199583333333333,105
0.0199791666666667,73
0.02,58
0.0200208333333333,354
0.0200416666666667,532
0.0200625,552
0.0200833333333333,199
0.0201041666666667,-254
0.020125,-507
0.0201458333333333,-1141
0.0201666666666667,-1492
0.0201875,-1270
0.0202083333333333,-976
0.0202291666666667,-961
0.02025,-1159
0.0202708333333333,-965
0.0202916666666667,-948
0.0203125,-1017
0.0203333333333333,-982
0.0203541666666667,-1288
0.020375,-1334
0.0203958333333333,-1246
0.0204166666666667,-1200
0.0204375,-1317
0.0204583333333333,-1678
0.0204791666666667,-1660
0.0205,-1627
0.0205208333333333,-1556
0.0205416666666667,-1218
0.0205625,-1134
0.0205833333333333,-1220
0.0206041666666667,-1146
0.020625,-867
0.0206458333333333,-551
0.0206666666666667,-242
0.0206875,-93
0.0207083333333333,-185
0.0207291666666667,-276
0.02075,-344
0.0207708333333333,-416
0.0207916666666667,-546
0.0208125,-470
0.0208333333333333,-150
0.0208541666666667,-43
0.020875,19
0.0208958333333333,213
0.0209166666666667,133
0.0209375,89
0.0209583333333333,525
0.0209791666666667,510
0.021,58
0.0210208333333333,-275
0.0210416666666667,-585
0.0210625,-453
0.0210833333333333,-297
0.0211041666666667,-88
0.021125,165
0.0211458333333333,367
0.0211666666666667,952
0.0211875,921
0.0212083333333333,296
0.0212291666666667,-401
0.02125,-528
0.0212708333333333,-194
0.0212916666666667,-250
0.0213125,-76
0.0213333333333333,89
0.0213541666666667,-14
0.021375,-391
0.0213958333333333,-160
0.0214166666666667,255
0.0214375,-33
0.0214583333333333,132
0.0214791666666667,-21
0.0215,-121
0.0215208333333333,-116
0.0215416666666667,-77
0.0215625,198
0.0215833333333333,53
0.0216041666666667,481
0.021625,477
0.0216458333333333,230
0.0216666666666667,84
0.0216875,-196
0.0217083333333333,5
0.0217291666666667,213
0.02175,622
0.0217708333333333,600
0.0217916666666667,479
0.0218125,339
0.0218333333333333,385
0.0218541666666667,659
0.021875,365
0.0218958333333333,390
0.0219166666666667,366
0.0219375,411
0.0219583333333333,290
0.0219791666666667,183
0.022,463
0.0220208333333333,452
0.0220416666666667,766
0.0220625,762
0.0220833333333333,456
0.0221041666666667,70
0.022125,-145
0.0221458333333333,-147
0.0221666666666667,-490
0.0221875,-383
0.0222083333333333,23
0.0222291666666667,589
0.02225,556
0.0222708333333333,204
0.0222916666666667,83
0.0223125,-262
0.0223333333333333,74
0.0223541666666667,319
0.022375,358
0.0223958333333333,609
0.0224166666666667,628
0.0224375,381
0.0224583333333333,31
0.0224791666666667,331
0.0225,471
0.0225208333333333,394
0.0225416666666667,502
0.0225625,228
0.0225833333333333,-1
0.0226041666666667,31
0.022625,167
0.0226458333333333,174
0.0226666666666667,179
0.0226875,161
0.0227083333333333,115
0.0227291666666667,240
0.02275,448
0.0227708333333333,979
0.0227916666666667,1354
0.0228125,1420
0.0228333333333333,1560
0.0228541666666667,1620
0.022875,1547
0.0228958333333333,1442
0.0229166666666667,1537
0.0229375,1586
0.0229583333333333,1655
0.0229791666666667,1822
0.023,1583
0.0230208333333333,1392
0.0230416666666667,1363
0.0230625,1090
0.0230833333333333,845
0.0231041666666667,609
0.023125,374
0.0231458333333333,69
0.0231666666666667,-263
0.0231875,-292
0.0232083333333333,-409
0.0232291666666667,-359
0.02325,52
0.0232708333333333,364
0.0232916666666667,502
0.0233125,124
0.0233333333333333,-341
0.0233541666666667,-534
0.023375,-645
0.0233958333333333,-436
0.0234166666666667,-267
0.0234375,-619
0.0234583333333333,-1237
0.0234791666666667,-1367
0.0235,-1221
0.0235208333333333,-1233
0.0235416666666667,-1135
0.0235625,-1118
0.0235833333333333,-1027
0.0236041666666667,-956
0.023625,-1166
0.0236458333333333,-1413
0.0236666666666667,-1496
0.0236875,-1203
0.0237083333333333,-1050
0.0237291666666667,-950
0.02375,-750
0.0237708333333333,-910
0.0237916666666667,-1064
0.0238125,-1163
0.0238333333333333,-1176
0.0238541666666667,-1101
0.023875,-1061
0.0238958333333333,-943
0.0239166666666667,-861
0.0239375,-432
0.0239583333333333,72
0.0239791666666667,92
0.024,-61
0.0240208333333333,-188
0.0240416666666667,-289
0.0240625,-321
0.0240833333333333,-230
0.0241041666666667,82
0.024125,610
0.0241458333333333,710
0.0241666666666667,293
0.0241875,101
0.0242083333333333,354
0.0242291666666667,690
0.02425,825
0.0242708333333333,1154
0.0242916666666667,1494
0.0243125,1734
0.0243333333333333,1821
0.0243541666666667,1412
0.024375,1067
0.0243958333333333,685
0.0244166666666667,580
0.0244375,918
0.0244583333333333,1066
0.0244791666666667,1134
0.0245,765
0.0245208333333333,556
0.0245416666666667,731
0.0245625,542
0.0245833333333333,611
0.0246041666666667,900
0.024625,956
0.0246458333333333,989
0.0246666666666667,797
0.0246875,440
0.0247083333333333,482
0.0247291666666667,696
0.02475,621
0.0247708333333333,541
0.0247916666666667,552
0.0248125,448
0.0248333333333333,302
0.0248541666666667,258
0.024875,94
0.0248958333333333,20
0.0249166666666667,223
0.0249375,-120
0.0249583333333333,-659
0.0249791666666667,-774
0.025,-924
0.0250208333333333,-951
0.0250416666666667,-1111
0.0250625,-1631
0.0250833333333333,-1658
0.0251041666666667,-1271
0.025125,-1204
0.0251458333333333,-1446
0.0251666666666667,-1469
0.0251875,-1198
0.0252083333333333,-1242
0.0252291666666667,-1590
0.02525,-1982
0.0252708333333333,-2181
0.0252916666666667,-1894
0.0253125,-1597
0.0253333333333333,-1131
0.0253541666666667,-783
0.025375,-1174
0.0253958333333333,-1474
0.0254166666666667,-1595
0.0254375,-1571
0.0254583333333333,-1492
0.0254791666666667,-1703
0.0255,-1792
0.0255208333333333,-1881
0.0255416666666667,-1934
0.0255625,-1795
0.0255833333333333,-1476
0.0256041666666667,-1234
0.025625,-1386
0.0256458333333333,-1606
0.0256666666666667,-1726
0.0256875,-1525
0.0257083333333333,-919
0.0257291666666667,-414
0.02575,-782
0.0257708333333333,-1360
0.0257916666666667,-1126
0.0258125,-590
0.0258333333333333,85
0.0258541666666667,459
0.025875,179
0.0258958333333333,-162
0.0259166666666667,-206
0.0259375,-236
0.0259583333333333,-440
0.0259791666666667,-307
0.026,59
0.0260208333333333,300
0.0260416666666667,164
0.0260625,45
0.0260833333333333,444
0.0261041666666667,947
0.026125,1391
0.0261458333333333,1458
0.0261666666666667,1307
0.0261875,1159
0.0262083333333333,1229
0.0262291666666667,1430
0.02625,771
0.0262708333333333,11
0.0262916666666667,-16
0.0263125,170
0.0263333333333333,195
0.0263541666666667,386
0.026375,715
0.0263958333333333,691
0.0264166666666667,918
0.0264375,1155
0.0264583333333333,1312
0.0264791666666667,1651
0.0265,1507
0.0265208333333333,1375
0.0265416666666667,1323
0.0265625,960
0.0265833333333333,556
0.0266041666666667,550
0.026625,921
0.0266458333333333,895
0.0266666666666667,876
0.0266875,984
0.0267083333333333,812
0.0267291666666667,978
0.02675,1239
0.0267708333333333,1236
0.0267916666666667,1450
0.0268125,1677
0.0268333333333333,1602
0.0268541666666667,1617
0.026875,1551
0.0268958333333333,1164
0.0269166666666667,1194
0.0269375,1631
0.0269583333333333,1632
0.0269791666666667,1044
0.027,520
0.0270208333333333,632
0.0270416666666667,988
0.0270625,1222
0.0270833333333333,1385
0.0271041666666667,1115
0.027125,683
0.0271458333333333,652
0.0271666666666667,689
0.0271875,899
0.0272083333333333,1354
0.0272291666666667,1474
0.02725,1349
0.0272708333333333,1141
0.0272916666666667,1219
0.0273125,1804
0.0273333333333333,2007
0.0273541666666667,1466
0.027375,653
0.0273958333333333,19
0.0274166666666667,-304
0.0274375,-6
0.0274583333333333,669
0.0274791666666667,635
0.0275,511
0.0275208333333333,1026
